SuperCategory,Run_ID,Sample_ID,Label,Score_Original,Score_Removed,Removed_Rationales
alt,2,3,Normal,9.27592845982872e-05,7.137609645724297e-05,"['must', 'm', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,2,4,Normal,4.4793603592552245e-05,0.00011773407459259033,"['wonder', 'how', 'atheist', '##s', 'to', 'many', '""', 'out', 'in', 'just', 'minority', 'people', 'religious', 'members', 'in', 'case', 'people', 'finland', '##s', 'ap', 'be', ':', 'actually', 'of', '90']"
alt,2,160,Anomaly,7.362628093687817e-05,8.74966208357364e-05,"['thanks', 'm', '!', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,2,161,Anomaly,4.151145913056098e-05,5.567438711295836e-05,"['.', 'only', '.', '.', '.', 'multi', '.', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,2,162,Anomaly,9.135436994256452e-05,0.0001340380113106221,"['thanks', 'i', 'items', 'home', '@', 'bike', 'yamaha', '1983', 'vision', 'work', 'bags', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,2,163,Anomaly,0.00018327678844798356,0.000247552408836782,"['me', '[CLS]', 'anything', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,2,164,Anomaly,4.841830377699807e-05,4.951666051056236e-05,"['2', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,3,0,Normal,5.022924597142264e-05,0.0001818988093873486,"['years', '.', 'i', 'caught', 'several', '}', '}', 'mythical', 'pops', 'on', 'alternative', 'alternative', 'periodically', 'or', 'hot', 'to', 'think', 'indicates', 'to', 'un', '}', 'i', 'alternative', 'you', 'explain']"
alt,3,1,Normal,4.692858783528209e-05,5.7189430663129315e-05,"['[CLS]', 'i', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,3,2,Normal,5.967738979961723e-05,0.00013046947424300015,"['.', 'system', '##vn', 'system', 'can', '.', 'the', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,3,3,Normal,6.564607610926032e-05,6.0799167840741575e-05,"['[CLS]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,3,4,Normal,4.728437488665804e-05,0.00024573030532337725,"['atheist', 'to', 'how', '.', ':', 'many', '##eis', 'people', 'out', '.', 'in', '##ath', '##s', 'ap', 'members', 'in', 'group', 'thinking', 'christianity', 'could', 'every', 'surprising', 'to', 'with', 'is']"
alt,3,160,Anomaly,6.440874858526513e-05,0.00017507334996480495,"['using', 'popular', 'amateur', 'one', 'science', 'morning', 'i', '.', '.', 'attention', 'or', 'questionable', 'this', 'reading', 'one', 'ad', '.', '##eer', 'reach', ',', 'grabbed', 'of', 'were', 'any', 'personal']"
alt,3,161,Anomaly,0.00022880769392941147,0.00022880769392941147,"['[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,3,162,Anomaly,7.357510912697762e-05,0.00014482854749076068,"['backup', 'about', 'horror', '##6', '>', 'survive', 'stories', 'dos', '>', '.', 'the', 'mirror', ':', '.', 'type', 'killing', 'commands', 'hard', 'of', '2', 'microsoft', 'shame', 'regarding', 'against', ""'""]"
alt,3,163,Anomaly,4.711902147391811e-05,6.379548722179607e-05,"['talk', '##uin', 'popular', '##tin', '1', 'with', 'developed', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,3,164,Anomaly,0.00017619560821913183,0.0007429878460243344,"['##lit', 'b', 'no', '[SEP]', 'you', 'as', 'soon', 'b', 'merged', 'icon', 'draws', 'b', 'origin', 'first', 'other', '0', 'crashes', 'bit', 'are', '##p', 'all', 'to', 'merged', 'origin', 'icons']"
alt,4,0,Normal,3.921385359717533e-05,7.545380503870547e-05,"['several', '}', 'periodically', '>', '}', 'knowledge', 'religious', 'mythical', 'reluctance', 'to', '>', 's', 'for', '.', '}', 'pops', '}', '##ity', 'months', 'explain', 'indicates', '##ity', 'me', 'to', 'times']"
alt,4,1,Normal,6.6823631641455e-05,6.388725887518376e-05,"['they', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,4,2,Normal,4.385353531688452e-05,6.847191252745688e-05,"['shown', '##vn', 'ha', '##ine', 'red', '##mps', '##ef', 'be', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,4,3,Normal,5.5976321164052933e-05,5.5976321164052933e-05,"['[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,4,4,Normal,4.392023038235493e-05,0.00012625864474102855,"['to', 'how', 'out', 'about', 'seem', 'atheist', 'case', 'surprising', 'minority', '##s', 'to', 'many', 'finland', 'note', 'cut', 'with', 'been', 'world', '.', 'be', 'least', 'thinking', 'it', 'finland', 'at']"
alt,4,160,Anomaly,2.2553100279765204e-05,9.117944864556193e-05,"['.', 'very', 'much', 'have', 'eps', 'a', 'read', 'group', 'don', 'i', 'replies', 'e', 'accomplished', '##2', 'meg', 'v', 'canvas', 'en', 'ft', 'to', '##x', 'feet', 'intensive', 'space', 'large']"
alt,4,161,Anomaly,5.824119580211118e-05,0.00010746338375611231,"['##per', 't', 'algorithm', '##duced', 'dh', 'key', 'hell', 'session', 'keys', 'can', 'but', 'dh', 'i', 'suggested', 'property', '##man', ""'"", ""'"", 'crypt', 'algorithm', 'spec', '##ography', 'des', 'exchange', 'key']"
alt,4,162,Anomaly,3.2647680200170726e-05,0.0001065144024323672,"['transmitting', 'plain', 'though', '.', ',', 'des', '##text', 'what', 'voice', 'first', 'crypt', '##per', 'clip', 's', 'properties', 'need', 'who', 'shouldn', 'triple', 'would', 'decent', 'tell', 'prohibit', 'detect', 'clear']"
alt,4,163,Anomaly,4.999828161089681e-05,0.00011114547669421881,"['end', 'something', 'unusual', 'minor', 'on', 'first', 'happen', 'drive', 'program', 'v', 'technician', 'use', 'smart', 'i', 'very', 'version', 'time', 'mitsubishi', '63', 'called', 'gold', 'diagnostic', 'out', 'use', 'meg']"
alt,4,164,Anomaly,6.334086356218904e-05,0.00013920840865466744,"['eli', 'story', 'ref', 'future', 'oracle', 'iranian', '##cea', 'h', 'savior', 'mir', 'dates', 'es', '##yst', 'iranian', '##as', '##oro', 'famous', 'ground', '##pes', 'later', '##gren', 'beginning', 'widen', 'century', '##tology']"
comp,0,0,Normal,1.9269355107098818e-06,4.97585551784141e-06,"['a', 'acquired', 'the', 'came', 'all', 'feb', 'hello', 'program', 'bb', 'that', '.', '.', ',', 'performance', 'and', 'bb', 'the', 'pleased', 'in', 'use', '31', 'the', 'up', '2', 'seems']"
comp,0,1,Normal,7.764692213640956e-07,2.4754817786742933e-06,"['a', 'meg', 'or', 'works', '14', '##ing', '##boot', 'necessary', ')', 'on', '##1', '1', '63', 'for', 'a', 'gold', 'one', 'i', 'v', 'wrong', 'called', 'time', 'mitsubishi', 'technician', 'on']"
comp,0,2,Normal,1.0648657280398766e-06,1.936467469931813e-06,"['##s', 'don', 'which', 'the', 'superior', '-', 'and', '##s', ""'"", 't', '##s', 'is', ',', 'pc', '3', 'of', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,0,3,Normal,1.591945419932017e-06,2.3958145902724937e-06,"[""'"", 'had', 'of', 'no', '.', 'they', 'was', 'delta', 'animated', 'list', 're', 'concluded', 'of', '##point', 'about', 'went', 'course', 'didn', ""'"", 'had', 'gotten', 'of', 'after', 'give', 'getting']"
comp,0,4,Normal,1.861235432443209e-06,3.6755741348315496e-06,"['support', '1', 'nt', 'standard', 'the', '##n', 'platform', 'for', 'support', 'exists', '##18', 'on', '(', 'for', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,0,979,Anomaly,1.5677309420425445e-05,1.5677309420425445e-05,"['[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,0,980,Anomaly,2.784472599159926e-06,6.7288005993759725e-06,"['etc', 'making', 'fed', 'of', 'people', 'a', '##s', 'talk', 'the', '.', 'an', 'simultaneously', ',', 'radio', ',', 'can', 'the', 'for', 'audio', 'out', 'have', 'vo', 'perform', '##m', '-']"
comp,0,981,Anomaly,1.350794900645269e-05,8.874343620846048e-06,"['light', '##us', 'her', 'bases', ""'"", 'a', 'count', 'stole', ""'"", 'man', 'league', 'for', '1986', '1988', 's', 'in', 'consistent', '1994', 'baseball', '.', 'until', 'same', 'moreno', 'defense', 'hitter']"
comp,0,982,Anomaly,5.143333055457333e-06,2.9507036742870696e-06,"['between', 'adam', 'adam', 'of', 'abraham', 'better', 'ever', 'man', 'to', '##s', 'a', 'occurred', 'before', 'the', 'world', ',', 'living', 'could', '(', 'question', 'fall', '##gar', ')', 'history', 'say']"
comp,0,983,Anomaly,1.9103545128018595e-06,4.1646840145403985e-06,"[':', 'in', '1982', 'radio', 'of', 'classified', 'price', 'had', 'inaccurate', 'surveillance', ""'"", '$', 'would', 'in', 'iii', 'buy', 'any', 'years', 'can', 'of', 'ac', 'at', 'buy', 'money', 't']"
comp,1,0,Normal,1.075384261639556e-06,2.0283559933886863e-06,"['.', 'otherwise', 'cd', ')', 'the', '.', 'load', 'up', 'm', 'the', 'it', 'feb', '!', 'recently', 'hey', 'use', ')', 'load', 'the', 'acquired', '##g', 'the', 'thoughts', 'it', 'i']"
comp,1,1,Normal,2.944365405710414e-06,5.318262537912233e-06,"['unusual', 'having', 'happen', '.', 'very', '##ing', 'something', 'first', '##s', ')', 'than', 'smart', 'a', 'file', '.', '14', 'windows', 'live', 'diagnostic', 'some', 'sectors', 'called', 'that', 'a', 'it']"
comp,1,2,Normal,7.120783038772061e-07,4.639779945136979e-06,"['superior', 'now', 'drag', 'use', '[CLS]', 'few', 'program', 'it', 'pc', ',', 'dos', 'file', 'pc', 'the', '3', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,1,3,Normal,1.2820712527172873e-06,3.1563413358526304e-06,"['what', 'hi', 'windows', '.', '.', 'of', '##yas', 'desktop', 'system', 'concluded', 'incompatible', 'systems', 'animated', 'they', 'as', 'load', 'gotten', 'after', ',', 'that', 'it', 'gift', 'upon', 'all', 'the']"
comp,1,4,Normal,9.74920340013341e-07,4.6536415538867e-06,"['nt', '[CLS]', 'kan', 'depending', 'windows', 'x', 'standard', 'what', 'level', 'or', 'mac', 'platforms', '?', 'characters', 'applications', ')', 'multi', 'windows', '3', 'for', 'wide', 'japanese', '[PAD]', '[PAD]', '[PAD]']"
comp,1,979,Anomaly,1.0391711384727387e-06,4.559422450256534e-06,"['/', 'carmen', 'trouble', '?', 'cr', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,1,980,Anomaly,8.52136599860387e-06,1.201809209305793e-05,"['-', 'as', 'facts', 'laboratory', 'wedding', 'marry', 'favour', 'it', '244', '.', 'church', 'that', 'principals', 'are', '-', 'lewis', 'think', 'that', '-', 'as', 'mit', '-', 'understand', ""'"", 'other']"
comp,1,981,Anomaly,4.253554379829438e-06,2.341693289054092e-06,"['am', 'of', '>', 'aware', 'i', 'history', 'any', '.', 'or', 'books', 'of', 'two', '>', 'that', 'the', '>', 'good', 'dealing', 'originally', 'the', 'bad', 'and', 'possible', 'based', '>']"
comp,1,982,Anomaly,2.9613734113809187e-06,4.971584985469235e-06,"['40', 'the', 'stock', 'that', 'high', 'a', 'are', 'they', 'turning', 'they', 'pair', 'it', 'up', '##s', 'head', 'cheaper', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,1,983,Anomaly,1.4226764051272767e-06,1.7976581148104742e-05,"['immaculate', 'knowledge', '.', 'mary', 'del', '[', 'conception', 'adam', 'than', 'tree', 'tree', 'the', 'genesis', 'they', 'why', ']', 'trying', 'eating', 'god', 'is', 'gods', '##eti', 'wages', 'and', 'this']"
comp,2,0,Normal,2.9760073516627017e-07,2.286003109475132e-06,"['.', 'des', 'mit', '##sum', 'program', 'ex', 'play', '##cd', 'with', 'rom', 'it', 'cd', 'happens', 'program', 'acquired', '31', '93', '##f', 'm', '##s', '##g', 'running', '##view', 'feb', 'background']"
comp,2,1,Normal,3.675070502140443e-06,2.308875309608993e-06,"['end', 'system', 'diagnostic', 'is', 'meg', 'read', 'hard', 'program', 'technician', 'smart', 'hard', '##1', 'detect', 'background', '##dr', 'to', 'file', '.', 'hard', 'it', 'gold', '##v', 'mitsubishi', 'works', 'time']"
comp,2,2,Normal,1.1650297437881818e-06,3.336546797072515e-06,"['program', '.', 'demo', 'win', 'pc', 'drag', 'using', 'well', 'far', 'dos', 'pc', 'fm', 'since', 'drop', 'have', 'it', 'past', 'superior', 'manager', 'for', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,2,3,Normal,2.4186406335502397e-06,2.6133311621379107e-06,"['$', '$', ""'"", '##point', 'boyfriend', 'systems', 'well', 'software', 'gotten', 'load', 'system', 'install', 'install', 'advertisement', 'delta', 'software', 'desktop', 'different', 'list', 'gift', 't', 'questions', 'load', 'software', 'back']"
comp,2,4,Normal,1.2697685178864049e-06,1.0558995882092859e-06,"['mac', 'applications', 'characters', 'exists', 'wide', 'standard', 'byte', 'multi', 'nt', 'characters', '##18', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,2,979,Anomaly,9.726397820486454e-07,2.832367727023666e-06,"['mis', 'religion', '.', 'wit', '##c', '.', 'wit', 'readers', '##emon', 'number', 'convention', 'read', '##gens', '##gens', 'understood', 'michael', 'religion', 'article', 'mis', 'talk', '##c', 'smiley', 'disappear', '##tein', '[']"
comp,2,980,Anomaly,3.442758895744191e-07,4.555088253255235e-06,"['##d', '##d', 'pricing', 'library', 'emissions', 'transmission', 'public', 'cal', '##d', '##d', 'automatic', '168', '##ter', 'mini', 'gs', 'base', 'cassette', '102', 'and', 'and', 'anti', 'it', 'researching', 'dealer', '##ros']"
comp,2,981,Anomaly,1.6199981018871767e-06,6.433212547563016e-06,"['so', 'dc', 'online', 'columbus', 'com', 'companies', 'cow', 'company', 'major', 'columbus', '##er', 'library', 'universities', 'r', 'corporate', '##sc', 'college', 'institute', 'supply', 'insurance', '*', '##elle', 'in', 'town', 'center']"
comp,2,982,Anomaly,2.8629544885916403e-06,2.6483287456358084e-06,"['best', 'it', 'improve', 'reason', 'god', 'health', 'unreasonable', 'yet', 'way', 'we', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,2,983,Anomaly,1.6432070424343692e-06,5.75806807319168e-05,"['science', '[', '.', '##zes', 'hal', 'backgrounds', ']', '##vable', '.', 'models', 'ob', '[SEP]', 'call', 'confuse', '##ser', 'for', '.', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,3,0,Normal,4.2133484612350003e-07,4.071614966960624e-06,"['have', '[CLS]', 'crash', 'stop', 'a', 'when', 'feb', '/', 'cd', 'load', '!', '##sum', ""'"", 'when', 'running', 'load', '##i', 'i', 'acquired', 'mit', 'happens', 'doesn', 'hey', 'crash', '-']"
comp,3,1,Normal,1.6716311392883654e-06,2.8640288292081095e-06,"['end', '[CLS]', '##boot', 'detect', 'mitsubishi', 'having', 'hard', 'out', 'is', 'having', 'whenever', 'on', 'hard', 'something', 'called', 'a', 'have', 'version', 'on', 'upon', '63', 'minor', 'drive', 'happen', 'works']"
