SuperCategory,Run_ID,Sample_ID,Label,Score_Original,Score_OnlyRat,Kept_Rationales
alt,2,160,Anomaly,4.5130120270187035e-05,0.003913156688213348,"['fans', 'have', 'williams', '##hom', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,2,161,Anomaly,7.486058893846348e-05,0.0029872790910303593,"['cables', '##cting', 'disco', 'hard', 'lot', 'hi', '50', 'foil', 'disk', 'free', 'down', 'have', 'clock', 'some', '25', 'this', 'is', '2', 'by', '40', '##nne', 'to', 'to', 'back', '##h']"
alt,2,162,Anomaly,0.0001527659478597343,0.0019980676006525755,"['?', '[CLS]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,2,163,Anomaly,0.00014018485671840608,0.003799351630732417,"['ed', 'ether', 'ether', 'response', 'adapt', 'virginia', 'sale', '##talk', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,2,164,Anomaly,4.61867603007704e-05,0.0019405874190852046,"['craig', 'email', 'reply', 'thanks', 'artist', ',', 'scanned', 'gi', 'is', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,3,0,Normal,2.2762822482036427e-05,0.0027577418368309736,"['religious', 'now', 'periodically', 'for', 'think', '>', '""', 'is', '}', '>', '""', 'alternative', 'to', 'to', '>', '.', '}', 'when', 'should', 'no', 'metaphysical', 'said', 'so', 'by', 'is']"
alt,3,1,Normal,4.6160148485796526e-05,0.002548506483435631,"['god', 'courtroom', 'ask', 'god', '?', '""', 'states', 'oath', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,3,2,Normal,4.3730338802561164e-05,0.0030527166090905666,"['be', '""', 'broken', 'made', '""', 'can', '##ine', '""', 'red', 'have', 'to', 'promises', 'like', '""', '""', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,3,3,Normal,5.892846456845291e-05,0.0027704962994903326,"['must', 'm', 'word', 'about', 'assertion', 'complaining', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,3,4,Normal,2.4430613848380744e-05,0.0026439812500029802,"['to', 'seem', 'least', 'religious', 'many', 'be', 'surprising', 'be', 'in', '90', 'then', 'world', 'believe', 'christianity', 'ap', 'atheist', 'actually', 'are', 'about', 'people', 'is', 'since', 'in', 'how', '%']"
alt,3,160,Anomaly,0.00014225405175238848,0.0021617994643747807,"['please', '?', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,3,161,Anomaly,5.1758932386292145e-05,0.0025472287088632584,"['of', 'taxi', 'design', 'long', 'as', 'good', 't', 'want', 'grew', 'go', 'cab', 'ride', 'new', 'seats', 'up', 'jump', 'actually', 'many', '-', 'in', ""'"", '-', '##y', 'room', 'fixed']"
alt,3,162,Anomaly,3.150338670820929e-05,0.002763687400147319,"['like', 'new', 'it', 'looks', '50', 'last', 't', 'multimedia', 'pretty', 'pay', 'waited', 'then', 'good', 'machines', 'release', 'price', 'sooner', 'about', 'more', 'say', 'change', 'upon', 'rather', 'this', 'have']"
alt,3,163,Anomaly,8.961922867456451e-05,0.002558586187660694,"['sold', 'classical', 'handel', 'cds', '*', '00', 'extreme', '.', '00', '00', 'just', '*', 'dances', 'for', 'live', '7', '00', 'world', 'live', 'new', ')', ')', '##nick', 'york', '9']"
alt,3,164,Anomaly,3.0520048312610015e-05,0.0028045193757861853,"['##u', 'thanks', 'ed', ')', '(', '##0', 'tam', 'sum', 'what', 'input', 'hong', 'for', 'preference', '##30', '##u', '@', '##6', 'what', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,4,0,Normal,3.62906139343977e-05,0.005119841545820236,"['several', 'for', 'years', 'religious', 'on', 'knowledge', '}', 'are', 'by', ""'"", 'periodically', 'mythical', 'caught', 'have', '##ate', '##ity', 'prop', 'to', 'charley', 'to', 'is', 've', 'now', 'pops', 'is']"
alt,4,1,Normal,5.06316646351479e-05,0.0050643812865018845,"['oath', 'god', 'god', '[CLS]', 'courtroom', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,4,2,Normal,2.872560617106501e-05,0.006345254369080067,"['""', 'be', '[CLS]', 'made', 'broken', 'can', 'have', 'than', 'been', '##ef', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,4,3,Normal,4.365749191492796e-05,0.005913798697292805,"['word', 'must', 'assertion', '[CLS]', 'm', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,4,4,Normal,3.88652115361765e-05,0.004489283077418804,"['wonder', 'to', 'how', 'many', 'case', '##s', 'finland', 'out', 'atheist', 'religious', '""', 'the', 'world', 'be', 'majority', 'are', 'minority', 'cut', 'population', '##ulate', 'on', 'the', ':', 'spec', 'been']"
alt,4,160,Anomaly,6.038410356268287e-05,0.005123014561831951,"[',', 'hey', 'shipped', ':', ':', 'the', 'was', 'covered', ':', 'the', 'opened', 'with', 'inc', 'jumper', 'work', 'vendors', 'found', 'the', 'set', 'order', 'bought', 'was', 'a', 'mistake', 'it']"
alt,4,161,Anomaly,7.277418626472354e-05,0.00535635557025671,"[')', '-', '[CLS]', 'major', '##us', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,4,162,Anomaly,2.3207265257951804e-05,0.0057652974501252174,"['""', 't', 'didn', 'want', 'mcdonald', 'mcc', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,4,163,Anomaly,0.00022823252948001027,0.004136703908443451,"['smiley', 'no', '[CLS]', 'bike', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt,4,164,Anomaly,0.00010807745275087655,0.004858176223933697,"['[CLS]', '##u', ':', 'pub', 'tres', '-', 'sp', 'news', 'ed', '##ma', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,0,0,Normal,4.494574568525422e-06,0.0007963168900460005,"['have', 'i', '!', 'cd', 'acquired', 'hello', 'bb', '.', 'recently', 'start', 'background', 'mit', '.', '##g', '.', 'to', 'load', 'with', 'a', 'and', 'load', 'feb', '.', 'seems', 'when']"
comp,0,1,Normal,1.0261994702887023e-06,0.0008666009525768459,"['end', 'having', 'something', '.', 'happen', 'unusual', 'first', 'very', 'am', 'i', 'or', 'notorious', '##boot', 'else', 'hard', '.', 'problems', 'on', 'running', '63', 'use', 'version', 'on', 'smart', 'file']"
comp,0,2,Normal,1.2140869785071118e-06,0.0009179332992061973,"['folder', 'superior', 'folder', 'drag', '##s', '##s', 'printing', 'far', 'in', 'win', 'don', 'file', 'don', 't', '##t', 'use', 'and', 'and', 'have', 'fm', 'manager', 'multiple', 'but', '[PAD]', '[PAD]']"
comp,0,3,Normal,1.4949151818655082e-06,0.0008682131883688271,"['all', ',', 'animated', 'what', 'hi', '##yas', 'desktop', 'getting', 'for', '.', 'about', 'advertisement', '.', 'it', '.', 'willing', 'after', 'course', 'give', 'and', ""'"", 'to', 'had', 'installing', 'upon']"
comp,0,4,Normal,5.4987353905744385e-06,0.0009673454333096743,"['nt', 'windows', 'windows', 'mac', 'and', '3', '.', 'wide', 'and', '##n', 'researching', 'or', 'for', 'on', 'characters', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,0,979,Anomaly,2.2321567030303413e-06,0.0007549826987087727,"['to', 'of', 'you', 'interested', 'protocol', 'for', '.', ')', 'above', 'procedure', '.', 'study', 'in', 'and', 'hopkins', 'this', 'johns', 'requesting', 'manhattan', 'corrections', 'is', 'at', 'between', 'when', 'on']"
comp,0,980,Anomaly,8.575766514695715e-06,0.0006366347661241889,"['paul', 'need', 'cats', 'advice', 'time', 'more', 'course', 'problem', 'rid', 'meals', 'latter', 'eating', 'at', 'get', 'apart', '.', 'great', 'before', 'certainly', 'woman', 'sound', 'wash', '##cal', ',', 'both']"
comp,0,981,Anomaly,5.279036486172117e-06,0.0010011859703809023,"['##master', 'don', 'ruth', 'beast', 'three', 'else', 'reggie', 'dawson', 'w', '##hri', '##x', 'three', 'mcc', 'four', '##s', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,0,982,Anomaly,1.9086573956883512e-06,0.000828053685836494,"['regards', 'hello', 'all', 'newest', '!', 'haven', ',', 'apologize', 'i', '.', 'new', 'haven', 'job', 'the', 'new', 'into', 'march', 'published', 'lots', '##at', 'i', 'now', 'sites', ',', 'list']"
comp,0,983,Anomaly,5.259721547190566e-06,0.0010027450043708086,"['##avi', 'at', 'either', 'good', 'others', 'david', '##sphere', '##ing', 'isn', '?', 't', 'there', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,1,0,Normal,1.6612704030194436e-06,7.107850979082286e-05,"['[SEP]', 'the', 'bb', 'ok', '##e', 'and', 'i', ',', '.', 'i', 'the', '.', '.', 'its', '##sum', 'this', 'background', '-', 'm', 'if', '?', 'i', '.', ']', 'des']"
comp,1,1,Normal,6.846900646451104e-07,6.326432048808783e-05,"['[SEP]', '.', 'for', 'anything', 'notorious', '.', 'to', 'a', 'else', 'one', 'more', 'necessary', 'a', 'am', '##s', 'by', 'my', 'read', 'do', '##ing', 'that', 'if', 'i', 'with', '.']"
comp,1,2,Normal,7.635496785951545e-07,0.00010239120456390083,"['[SEP]', '.', 'the', ""'"", 'and', 'multiple', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,1,3,Normal,7.168147817537829e-07,4.97504515806213e-05,"['[SEP]', '.', 'i', '.', 'my', 'that', 'one', 'concluded', 'twenty', 'the', 'i', 'had', 'i', 'would', 'that', '.', 'the', 'me', 'incompatible', 'even', 'of', 'and', 'me', 'my', 'i']"
comp,1,4,Normal,2.751335841821856e-06,0.00012620328925549984,"['[SEP]', 'i', '##n', 'i', 'or', '##n', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,1,979,Anomaly,2.4757830487942556e-06,0.0001416959858033806,"['[SEP]', '.', '##mon', '##man', 'has', 'd', 'e', 'potent', ',', 'separate', 'mono', 'volume', 'disk', 'asking', '150', 'high', 'and', 'and', '.', '##ono', 'best', 'excellent', '.', 'sub', '2']"
comp,1,980,Anomaly,4.4686757973977365e-06,6.206256512086838e-05,"['[SEP]', 'certainly', 'i', 'certainly', 'the', 'an', 'and', 'fool', 'would', 'also', 'i', 'on', '""', 'as', '""', 'supposed', 'which', 'that', ',', '.', '.', 'i', 'saying', 'that', 'more']"
comp,1,981,Anomaly,6.993497663643211e-06,0.0002882051048800349,"['morris', ""'"", ',', 'any', 'would', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,1,982,Anomaly,8.720558071217965e-07,5.7149161875713617e-05,"['[SEP]', ',', 'a', 'a', 'first', 'and', '##s', 'of', 'than', 'to', 'and', 'a', '?', 'that', '/', 'both', 'cases', ',', 'that', 'up', '""', 'sheet', '?', 'the', '##6']"
comp,1,983,Anomaly,1.3010368093091529e-05,0.00027186627266928554,"['?', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,2,0,Normal,8.602200409768557e-07,0.00012496653653215617,"['i', 'recently', '.', 'feb', 'program', 'hello', '##s', '##g', 'with', 'bb', '-', 'performance', 'it', 'seems', 'when', '-', 'm', '/', 'm', 'to', 'acquired', ',', 'the', 'lot', ',']"
comp,2,1,Normal,1.6246239056272316e-06,0.00025779480347409844,"['very', '63', 'unusual', 'meg', 'am', '.', 'disk', '1', '.', ')', '.', 'am', 'end', 'first', 'windows', 'use', 'something', 'windows', 'smart', 'happen', 'with', 'hard', 'necessary', 'v', 'running']"
comp,2,2,Normal,1.2445550510165049e-06,0.00014097493840381503,"['.', ',', ',', '.', ',', 'desktop', ',', '1', 's', 'with', ""'"", '##s', 'drop', 'win', 'the', 'and', '##t', '##s', 'pc', ""'"", '##4', 'use', ':', 'pc', 'the']"
comp,2,3,Normal,6.701880579385033e-07,0.0002083926519844681,"['##yas', ',', 'hi', 'of', ""'"", '.', 'of', 'what', 'after', 'for', '.', 'gift', 'with', 'install', 'i', 'concluded', 'installing', 'to', 'i', 'list', 'part', ""'"", 'it', 'i', 'my']"
comp,2,4,Normal,3.135739916615421e-07,0.00015924953913781792,"['.', '.', '.', 'wide', ',', 'standard', 'on', ')', ')', 'is', 'researching', 'platform', 'nt', '3', '##n', '##18', 'windows', 'and', '##18', 'level', '##n', 'or', 'what', 'windows', 'and']"
comp,2,979,Anomaly,9.691592595117982e-07,0.00022337186965160072,"['tip', '.', '##um', ',', 'bt', 'pont', '.', '##w', ')', 'cc', 'from', '##bird', 'talking', '##u', '(', 'about', ',', '""', '""', 'with', 'ed', 'am', 'cr', 'cr', 'gary']"
comp,2,980,Anomaly,7.37633627068135e-07,0.00017063762061297894,"['part', 'though', 'crypt', '.', ',', 'about', 'and', ',', 'not', 'for', '""', '.', 'and', 'of', 't', 'scramble', ""'"", ""'"", 'see', '##per', 'hand', 'consider', 'it', '""', 'worried']"
comp,2,981,Anomaly,1.0340951121179387e-05,0.00012348400196060538,"['products', '##c', '""', '-', 'dod', '-', 'appropriate', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,2,982,Anomaly,1.172290239992435e-06,0.00024513009702786803,"['.', 'seminar', '.', 'ste', ',', ',', ',', 'on', 'of', ',', '.', '##ery', ',', '##r', '##ts', 'be', 'nasal', 'do', 'all', '##s', 'or', 'discussed', 'article', 'work', '##se']"
comp,2,983,Anomaly,3.7314555356715573e-06,0.00028282671701163054,"['[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp,3,0,Normal,2.0741877051477786e-06,0.0001046257239067927,"['have', 'cd', 'recently', 'acquired', 'a', 'all', '.', 'hello', '.', 'the', 'program', 'program', '##f', 'i', '-', '##s', ',', 'the', 'drive', '.', 'the', 'use', 'came', 'bb', '##i']"
comp,3,1,Normal,1.3102951470500557e-06,0.00015026591427158564,"['end', 'unusual', '.', 'am', '.', 'having', '.', '.', 'drive', 'very', '.', 'for', 'happen', 'something', 'necessary', 'mitsubishi', '.', 'hard', 'upon', 'use', 'out', 'windows', 'for', 'file', 'is']"
comp,3,2,Normal,3.375746473466279e-06,9.071694512385875e-05,"['.', 'have', 'the', 't', 'sorry', ',', 'have', 'the', 'win', 'demo', 'for', '3', 'program', 'as', 'features', 'the', ',', 'have', 'multiple', 'and', 'of', 'far', 'which', 'using', 'have']"
comp,3,3,Normal,8.388034302697633e-07,0.0001295905385632068,"['what', 'all', '.', '.', '.', 'animated', 'upon', 'hi', '$', 'concluded', '##yas', 'desktop', 'system', '.', 'questions', 'willing', 'incompatible', '.', 'systems', 'no', 'called', 'for', 't', 'gift', 'of']"
