Category,Run_ID,Sample_ID,Label,Score_Original,Score_Removed,Removed_Rationales
alt.atheism,1,1,Normal,0.650133490562439,0.6496402025222778,"['states', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,1,2,Normal,0.657728910446167,0.6565194725990295,"['must', 'have', 'promises', 'made', 'reason', 'chi', 'system', 'would', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,1,3,Normal,0.651515007019043,0.655699610710144,"[""'"", 'm', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,1,4,Normal,0.6441366672515869,0.6501375436782837,"['atheist', ""'"", 'to', '.', 'minority', 've', 'out', '.', 'wonder', 'how', 'to', '##eis', 'about', 'to', 'be', 'world', 'than', 'in', 'many', 'atheist', 'it', 'with', 'my', 'since', '##ulate']"
alt.atheism,1,160,Anomaly,0.6611846685409546,0.6617607474327087,"['for', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,1,161,Anomaly,0.6493618488311768,0.6558191776275635,"[""'"", 'd', 'i', 'point', 'in', 'to', 'you', 'rights', 'like', 'right', 'balance', 'that', 'to', 'checks', 'distrust', 'control', 'realize', '##s', 'should', 'bill', 'as', '##lining', 'guaranteed', 'that', 'those']"
alt.atheism,1,162,Anomaly,0.6658238768577576,0.6607183218002319,"['[CLS]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,1,163,Anomaly,0.6442729234695435,0.6522706747055054,"['i', ""'"", ""'"", 'd', ""'"", 'm', 've', 've', 'been', 'recommend', 'video', 'run', 'build', 'motion', 'on', 'worked', 'media', 'fine', '##k', '-', 'i', 'games', 'which', 'works', 'multi']"
alt.atheism,1,164,Anomaly,0.6418402194976807,0.6401172876358032,"['[CLS]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,2,0,Normal,0.9132813215255737,0.9174286127090454,"['[CLS]', 't', ""'"", '>', 'un', 'said', ""'"", 'rational', 'is', 'hot', 'several', 'caught', 've', 'explain', 'alternative', 'no', ""'"", '##ity', 'on', 've', 'point', 'alternative', 'isn', 'i', 'alternative']"
alt.atheism,2,1,Normal,0.9082790613174438,0.9817579388618469,"['god', 'heard', 'courtroom', ""'"", '[SEP]', 'god', 'ask', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,2,2,Normal,0.910828709602356,0.9888514876365662,"[""'"", '[SEP]', 'shown', 't', 'ha', 'red', '[CLS]', 'be', 'like', 'been', '""', '.', '-', 'system', 'system', 'system', 'moral', '##ef', 'moral', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,2,3,Normal,0.9027073383331299,0.9975334405899048,"['[SEP]', '.', ""'"", 'm', 'know', 'that', 'must', 'verb', '[CLS]', 'a', 'i', 'is', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,2,4,Normal,0.9182449579238892,0.9206931591033936,"['[CLS]', ""'"", 'to', 'how', 'wonder', 've', 'be', 'many', 'a', 'possible', 'just', 'been', 'majority', 'be', 'i', 'face', '##eis', 'least', 'minority', '##ath', 'actually', 'people', 'that', 'are', 'minority']"
alt.atheism,2,160,Anomaly,0.9217237830162048,0.919599175453186,"['clay', '[CLS]', '##bar', 'advance', 'scroll', 'help', 'wi', 'selection', '##og', '.', '.', 'file', '##dget', 'slide', 'list', 'file', 's', 'wi', 'it', 'possible', 'in', 'any', 'need', 'because', 'files']"
alt.atheism,2,161,Anomaly,0.9219670295715332,0.9236055016517639,"['[CLS]', '.', 'anything', 'fit', 'colour', 'one', 'make', 'colour', 'colour', 'amount', 'it', 'i', 'colour', 'screen', 'res', 'experienced', 'hangs', 'it', 'out', 'driver', '##x', 'which', 'no', 'sure', 'follows']"
alt.atheism,2,162,Anomaly,0.9192534685134888,0.9127898812294006,"['anywhere', '[CLS]', 'back', 'brian', 'hit', 'you', 'ra', 't', '##ko', 'ron', 'to', 'sound', 'who', ',', 'richmond', 'they', 'they', 'lot', 'you', 'justice', ""'"", 'guy', 'home', 'way', 'ryan']"
alt.atheism,2,163,Anomaly,0.9144884347915649,0.974214494228363,"[""'"", '[SEP]', 'brad', 'm', 'flames', 'countless', 's', 'was', 'there', 'captains', '[CLS]', 'of', 'was', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,2,164,Anomaly,0.9013618230819702,0.9018802642822266,"['[CLS]', '03', 'standings', '-', '03', '-', '-', '.', '-', 'west', '-', '1993', '0', '-', '06', '02', 'scores', '375', '-', '04', '-', '03', '07', 'mlb', '05']"
alt.atheism,3,0,Normal,0.7224010229110718,0.7163023352622986,"[""'"", 'the', 'rational', 'the', 'un', ""'"", '.', ""'"", 'is', 'i', '""', '""', ""'"", '""', 'asked', 'indicates', 'you', 've', 've', 'that', 'me', 't', '}', '""', 'prop']"
alt.atheism,3,1,Normal,0.7278566360473633,0.7467344999313354,"['[SEP]', '.', 'actually', 'include', 'god', 'ask', 'to', 'that', ""'"", '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,3,2,Normal,0.7255977392196655,0.712334394454956,"['.', '##ef', '""', ""'"", '##ine', '""', '""', '.', '""', '""', '.', 'have', 'can', 'red', '-', '""', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,3,3,Normal,0.722412109375,0.7202069759368896,"['must', 'word', 'm', 'assertion', 'about', 'i', '.', 'containing', '""', ""'"", 'complaining', 'i', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,3,4,Normal,0.7191941142082214,0.713524341583252,"['.', ':', 'there', 'i', 'population', 'wonder', 'how', 'the', 'world', '##ath', ""'"", 'to', ':', 'minority', 'majority', 'be', 'that', 'members', 'atheist', 'now', 'lutheran', '##s', 'of', 'people', 'group']"
alt.atheism,3,160,Anomaly,0.731243371963501,0.7244245409965515,"['god', 'keep', 'word', 'the', '[CLS]', 'and', 'blessed', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,3,161,Anomaly,0.7200633883476257,0.7129987478256226,"['.', 'i', ')', '.', ',', ')', '.', 'there', 'good', '.', '(', 'am', 'the', ',', ""'"", ""'"", 'for', 'i', '.', 'email', '.', '.', 'that', ',', 'philadelphia']"
alt.atheism,3,162,Anomaly,0.7120405435562134,0.7484681606292725,"['[SEP]', '.', ""'"", ""'"", '##3', '""', 'am', '##m', '##d', ':', 'of', 'ut', '##s', '##uk', ""'"", ',', ':', '<', 'a', 'fa', 'com', '##6', 'a', 'gm', 'by']"
alt.atheism,3,163,Anomaly,0.7235510349273682,0.7190465927124023,"['.', '##t', 'also', 'etc', '#', '##ting', 'controllers', 'x', '(', 'properly', 'many', 'format', 'handle', 'have', 'own', 'bio', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,3,164,Anomaly,0.7188185453414917,0.7494993209838867,"['[SEP]', 't', ""'"", 'the', 'doesn', 'why', 'other', 'was', 'vr', 'fbi', 'explanation', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,4,0,Normal,0.608133852481842,0.6048410534858704,"['several', 'for', '}', '##ity', 'alternative', 'enthusiastically', 'point', 'on', 'alternative', '##ate', 'to', 'up', 'hot', 'reluctance', 'periodically', 'religious', 'to', 'knowledge', '##s', '>', 'un', '>', '>', 'years', '.']"
alt.atheism,4,1,Normal,0.6078574657440186,0.6087497472763062,"['states', 'heard', 'god', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,4,2,Normal,0.6097222566604614,0.6072188019752502,"['promises', 'system', 'everything', 'than', 'be', 'can', 'have', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,4,3,Normal,0.6057242155075073,0.6032484769821167,"['languages', 'word', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,4,4,Normal,0.6077356338500977,0.6084067821502686,"['to', 'wonder', '.', '.', 'minority', 'how', 'world', 'least', 'the', '##ath', '##s', '##ts', 'members', 'out', 'cut', 'of', 'the', 'ap', '##ulate', 'ties', 'minority', 'christianity', 'atheist', 'the', '##eis']"
alt.atheism,4,160,Anomaly,0.6078435182571411,0.6078922748565674,"['m', 'todd', 'done', 'marriage', 'thing', 'be', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,4,161,Anomaly,0.6142650246620178,0.6249104142189026,"['[CLS]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
alt.atheism,4,162,Anomaly,0.6140429973602295,0.6146121621131897,"['##ta', '##so', 'threatening', '##re', 'go', '##ou', '##nd', '##is', 'recognition', 'political', '##vers', 'objectives', '##ness', 'makers', '##ity', 'the', 'back', 'papa', 'about', 'decision', 'pity', 'plug', 'live', 'corrupt', 'be']"
alt.atheism,4,163,Anomaly,0.6009128093719482,0.6047378778457642,"['encyclopedia', 'ref', '##tology', 'widen', '##cha', 'eli', 'oracle', 'es', 'future', '##cea', 'as', '##pes', '##gren', '##yst', '##oro', 'mir', '##as', '1968', 'iranian', 'still', 'work', 'sao', 'story', 'most', 'christian']"
alt.atheism,4,164,Anomaly,0.6132493615150452,0.6099541187286377,"['complaints', 'mod', 'xv', 'clicking', '.', 'to', 'for', 'auto', '##lette', 'box', 'program', 'apply', 'updates', 'scale', 'order', 'apply', 'stated', ']', 'global', 'making', '.', 'off', 'program', 'click', '##s']"
comp.graphics,0,0,Normal,0.4588705599308014,0.4552825093269348,"['graphics', 'core', 'version', 'will', '-', 'draw', '-', 'onwards', '2', 'do', 'bureau', 'upgrade', 'version', 'posts', 'if', '-', ';', '-', '.', '-', '1', '-', 'you', '-', 'can']"
comp.graphics,0,1,Normal,0.46442079544067383,0.45596614480018616,"['.', 'formats', ""'"", 'series', 'animation', '_', 'images', 'video', 'i', '+', 'formats', '_', '_', 'onto', '_', '_', 'record', '+', 'formats', 'converted', 'conversion', 'animation', ',', 'tape', 'can']"
comp.graphics,0,2,Normal,0.4627723693847656,0.4583984315395355,"['##tv', 'systems', 'digital', 'i', 'bits', '##tv', 'number', 'reason', 'you', ""'"", '##com', '1600', 'is', 'hd', 'calculations', 'bits', 'hd', ""'"", 'even', 'is', 'you', 'work', 'resolution', 'fully', '##pressed']"
comp.graphics,0,3,Normal,0.46726787090301514,0.4605009853839874,"['graphics', 'hardware', 'sounds', 'programmer', 'but', 'something', 'example', 'algorithms', 'algorithms', ',', 'power', 'algorithms', 'graphics', 'probably', 'software', 'everyone', 'is', 'no', 'one', 't', '3d', 'wonderful', 'graphics', 'don', 'com']"
comp.graphics,0,4,Normal,0.4670126140117645,0.46229079365730286,"['map', 'italy', 'provinces', 'map', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,0,195,Anomaly,0.47675102949142456,0.4710753858089447,"['be', 'maxim', 'disc', 'thought', 'i', 'i', '.', 'he', 'homosexual', 'clear', ""'"", '#', '.', 'adults', 'wants', 'are', 'discuss', 'laws', '##inate', 'think', 'employer', 'against', '##rim', 'leave', 'statistics']"
comp.graphics,0,196,Anomaly,0.4643370509147644,0.46176397800445557,"['sorry', 'appreciate', 'think', '""', 'do', '8', '.', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,0,197,Anomaly,0.470344215631485,0.4628497362136841,"['up', 'speed', 'pitcher', 'between', 'commercials', 'wrist', 'pissed', 'innings', 'throws', 'adjusting', 'game', 'is', 'anything', 'tv', 'ball', 'want', 'n', 'line', 'fields', 'out', 'action', ""'"", 'pitch', 'batter', 'minutes']"
comp.graphics,0,198,Anomaly,0.47418510913848877,0.46176648139953613,"[':', 'couldn', 'anything', 'information', 'colours', 'bit', '?', 'material', '##s', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,0,199,Anomaly,0.461368590593338,0.45288971066474915,"['least', 'better', 'plus', 'tournament', 'another', 'you', 't', '##bey', 'also', 'received', ',', 'trade', 'ho', 'regulars', 'round', 'hockey', 'back', 'draft', 'pick', 'add', 'bruins', 'un', 'um', 'number', '.']"
comp.graphics,1,0,Normal,0.680450439453125,0.6743676662445068,"['graphics', '[CLS]', 'will', 'version', ';', 'it', 'technical', 'do', 'an', 'draw', '2', 'order', 'is', 'core', 'that', 'a', 'posts', '1', 'in', '-', 'upgrade', 'bureau', 'lille', 'version', 'author']"
comp.graphics,1,1,Normal,0.6761188507080078,0.6711713671684265,"['[CLS]', '_', 've', 'thank', 'series', 'a', 'animation', '##ter', ""'"", 'animation', 'to', 'is', 'sun', 'images', 'converted', 'conversion', 'the', 'of', 've', 'others', 'software', 'gi', 'ras', 'as', 'i']"
comp.graphics,1,2,Normal,0.6801828742027283,0.6741818189620972,"['[CLS]', '1100', 'digital', '##tv', 'resolution', 'systems', 'some', 'hd', '1600', ')', 'each', 'hd', 'that', 'number', '1600', 'bits', 'moving', 'guessing', '##mb', 'bits', '6', 'calculations', 'actually', 'sure', 'actually']"
comp.graphics,1,3,Normal,0.6799502372741699,0.6734808683395386,"['[CLS]', 'programmer', ',', 'seems', '##p', 'but', 'no', 'it', 'one', 'happier', 'hardware', 'mis', 'mis', 'com', 'would', '##c', 'have', 'graphics', 'graphics', 'software', 'wonderful', 'everyone', 'this', 'this', 'over']"
comp.graphics,1,4,Normal,0.6780940294265747,0.6704272031784058,"['[CLS]', 'clip', 'outline', 'art', 'art', 'clip', 'has', '1', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,1,195,Anomaly,0.6693352460861206,0.6688818335533142,"['com', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,1,196,Anomaly,0.6677114367485046,0.6681632995605469,"['[CLS]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,1,197,Anomaly,0.6807111501693726,0.6807111501693726,"['[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,1,198,Anomaly,0.6760767698287964,0.671475887298584,"[',', '[CLS]', 'apparently', 'revision', 'son', 'we', 'have', 'lie', 'another', 'be', 'an', 'lie', 'armenian', 'of', ',', 'dr', 'discussion', 'revision', 'genocide', 're', '##sse', 'line', 'butcher', 'is', 'prop']"
comp.graphics,1,199,Anomaly,0.6748143434524536,0.6707306504249573,"['[CLS]', 'the', 'can', 'group', 'works', 'm', 'lobe', 'has', 'liver', 'published', 'donors', 'the', 'get', '##tle', 'sc', 'newspapers', 'read', '##bu', '##tt', 'doyle', 'howard', '##ut', 'frequent', 'transplant', 'tell']"
comp.graphics,2,0,Normal,0.7348737716674805,0.7285830974578857,"['graphics', 'draw', 'will', '-', 'posts', '2', '-', '-', '-', 'can', '-', 'if', '-', '-', '-', '-', '-', '-', 'take', '-', '-', '##l', '-', '-', '-']"
comp.graphics,2,1,Normal,0.7203434705734253,0.7220334410667419,"['[CLS]', 'i', ""'"", '_', 've', ""'"", '+', '.', '.', '+', 've', ',', '+', ')', 'ras', 'sun', 'like', 'like', 'would', '_', 'tape', '+', 'converted', 'and', ',']"
comp.graphics,2,2,Normal,0.7291265726089478,0.7209463715553284,"[')', 'digital', 'for', 'sure', 'fairly', 'for', '##mb', '1100', 'm', '.', '3', '5', '.', ""'"", 'of', ',', 'number', 'calculations', ""'"", 'bits', 'actually', 'may', 'also', 'actually', 'far']"
comp.graphics,2,3,Normal,0.7314804792404175,0.722650408744812,"['.', '.', '##p', '.', 'wonderful', '.', '.', '.', '.', 'don', '.', '.', '.', ""'"", '.', '.', '.', 'programmer', '.', '.', 't', '3d', '##p', 'software', 'sounds']"
comp.graphics,2,4,Normal,0.7347765564918518,0.7282223701477051,"['is', '.', 'italy', 'provinces', '.', '?', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,2,195,Anomaly,0.7348263263702393,0.7274640202522278,"['brain', 'loser', '[CLS]', 'man', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]', '[PAD]']"
comp.graphics,2,196,Anomaly,0.7239842414855957,0.7208685874938965,"['russo', 'compared', 'tense', '##e', 'to', '-', 's', 'but', 'future', 'past', 'plays', 'teams', 'out', 'w', ')', 'and', 'might', 'only', 'do', 'he', ',', ',', 'for', 'hovered', '-']"
comp.graphics,2,197,Anomaly,0.7277184724807739,0.7213166952133179,"['and', 'which', 'have', 'i', '.', '##ume', '##rates', 'ala', ""'"", 'is', 'forms', 'en', 'speaking', 'which', 'republican', '.', 'constitution', 'new', 'there', '.', 'gov', 'at', 'protection', 'was', 'are']"
comp.graphics,2,198,Anomaly,0.7186673879623413,0.7210891246795654,"['[SEP]', '-', 'resources', 'lack', ""'"", 're', 'fl', '.', 'the', 'organizations', 'm', ',', '31', ""'"", 'of', 'of', 'adequately', 'lax', '-', '##tec', 'to', 'dea', 'that', 'their', 'excellent']"
comp.graphics,2,199,Anomaly,0.7202316522598267,0.7160210013389587,"['should', 'foolish', 'course', '##yr', '.', 'view', 'positive', '""', 'of', '""', '##oman', 'mass', 'is', '##fers', 'very', 'in', '.', '##sel', 'explicitly', 'have', 'they', 'that', 'a', 'are', ',']"
comp.graphics,3,0,Normal,0.7882486581802368,0.7827258706092834,"['graphics', '.', ';', 'version', '2', 'will', 'it', '-', 'order', 'that', 'to', 'technical', 'draw', 'in', 'alternative', 'would', '-', '-', 'core', '-', '-', 'an', '-', '-', 'is']"
comp.graphics,3,1,Normal,0.7972902059555054,0.7909545302391052,"['_', ""'"", '.', 'would', 'formats', 'i', 'onto', 'do', 'of', 'formats', 'formats', 'do', 'tape', 'of', 'you', 'to', 'to', ""'"", 'gi', 'well', 'ras', 'know', 'a', 'any', 'to']"
comp.graphics,3,2,Normal,0.8011860847473145,0.7946341633796692,"[""'"", '.', ')', 'm', 'pixel', '1600', '18', 'resolution', '15', '1600', 'is', '##mb', 'un', 'is', 'far', 'picture', 'calculations', 'higher', 'be', 'than', 'moving', 'using', '##x', 'in', 'also']"
